movie,year,rating,genre,runtime,imdb_rating,metascore,votes,descriptions
There There,2022,5.4,Comedy|Romance,93,5.4,57,104,"A lover's doubt in the cold light of morning leads a chain of uneasy intimacies--counselors, disruptors, peacemakers and fire-starters--every one looking to have a little faith rewarded."
We Might As Well Be Dead,2022,6.2,Drama,94,6.2,,239,"A tower block on the edge of a forest, people hoping to join the building's community as it is one of the last bastions of civilization in a world that has fallen apart."
The Girl from Uruguay,2022,6.7,Drama,78,6.7,,422,A writer who pins hopes on a free-spirited 25-year-old he meets in Montevideo to get through his midlife crisis. But his day turns out to be the most unexpected and transformative day of his life.
Centaur,2022,5.3,Action|Adventure|Crime,89,5.3,,1452,"Rafa's hooked on the pure, fiery feelings he gets from speed racing, but when his kid's mom gets mixed up with drug dealers, he burns rubber to save her."
Island of Desire,2022,5.7,Thriller,92,5.7,,295,"A nurse who suffers from lack of intimacy with her husband is assigned to work at an island called Isla Bato, where men treat women with lust. As she experiences the people's madness, she plans a way to get out of the island."
Brut Force,2022,5.1,Thriller,93,5.1,,5493,Newly-fired reporter Sloane Sawyer reluctantly returns to her rural California hometown to investigate the harassment of local vineyard workers and uncorks a tangled web of crime and corruption behind wine country's shiny façade.
The Virgin of Highland Park,2022,7.7,Comedy|Drama,,7.7,,229,"During a medical test to join the high school soccer team, a virgin teenager is shocked to discover she is pregnant."
Petit mal,2022,6.4,Drama,89,6.4,,68,"Have you ever met a throuple? We are opening our home's doors to show you how our life is, how we, as a women's throuple, live with the absence of one of us. This real-life fiction shows us...                See full summary »"
Last the Night,2022,4.6,Horror|Thriller,88,4.6,,9169,"During the pandemic, a burned out teacher on the verge of a breakdown overhears his students making fun of him in a zoom class and vows revenge."
Those Who Walk Away,2022,4.5,Drama|Horror|Thriller,94,4.5,,6564,"After Max and Avery meet on a social media app for a first date, they end up at a haunted house only to realize the trauma they share may either save them or erupt into an unforgettable nightmare."
Charcoal Skies,2022,7.6,Drama,100,7.6,,47,"When a reclusive, artistic 11-year-old boy ventures from the solace of his bedroom, he experiences more than he expected, and his difficult single mother finds a meaningful connection in an unexpected place."
Guardians of Time,2022,3.6,Action|Adventure,99,3.6,,491,"One day, in the family manor, four cousins discover a passage leading to a mysterious world. Trapped in this unearthed land, the Kingdom of Keoherus, they must confront the Guardian of Time...                See full summary »"
The People in the Shadows,2022,1.9,Horror,86,1.9,,18,"Jayla, a military veteran, moves to a small town for a peaceful fresh start. But she soon realizes she has just moved into chaos."
Bizarre Again,2022,,Drama,110,,,,"From the confined universe of Brooklyn's BIZARRE cabaret, we set off on a road movie across the American West. We are 7 years later. Lucas and Maurice have never seen each other again and ...                See full summary »"
The One Hundred,2022,4.3,Action|Fantasy|Thriller,91,4.3,,116,"""The One Hundred"" tells the story of a young woman who has just returned from a foreign country. She has to stay at a hotel to quarantine, but then suddenly comes across a monster that can ...                See full summary »"
Creature/III,2022,5.7,Horror,87,5.7,,93,"Follows an outsider's search for belonging, set in a dilapidated former Arctic research station."
Poran,2022,7.3,Crime|Drama|History,139,7.3,,2070,"Story of a runaway, triangular love affair unfolds when an undergraduate girl unexpectedly falls in love with a local thug and subsequently meets a fellow student on campus."
Diary,2022,7.3,Crime|Drama|Thriller,133,7.3,,2287,"A sub-inspector trainee sets out on a journey to track an unsolved, 16-year-old case. But little does he know that fate and destiny will put him on an exhilarating ride."
A Marriage Made in Heaven,2022,7.9,Romance,95,7.9,,18,"If God let you relive one week of your life, which week would you choose?"
An Affair to Forget/II,2022,5.5,Drama,96,5.5,,406,Wife seeks the help of a young woman to find out if her husband is having an affair. The plot thickens when the young woman falls for the husband instead.
Purificacion,2022,5.7,Thriller,105,5.7,,293,"A policewoman investigates series of killings that happened to women of Santa Monica and her main suspect is the new priest, Father Purificacion."
Gentleman/I,2022,5.6,Action|Crime,123,5.6,,182,Hyeon soo a CEO of a private detective agency visits a pension with a client asking for her dog While waiting outside of pension he is falsely accused of kidnapping the client.
Ask Me to Dance,2022,5.1,Romance,94,5.1,,393,"On a starry night, Jack and Jill separately meet a fortune teller who predicts they will meet the love of their life before the end of the year, which happens to be only five days away."
Assailant,2022,5.2,Action|Adventure|Thriller,97,5.2,,327,"A British couple's marriage is on the rocks, sails to the Caribbean in hopes of saving their marriage. After a seemingly harmless bar fight between the husband and a mysterious drifter, the situation devolves into a dangerous game."
Bugso,2022,5.8,Drama,104,5.8,,292,"Dado and Estrella want to to start a family and forget their old work as sex workers. But when they meet Baby, their relationship turns shaky as Estrella finds out about Dado and Baby's affair."
Unidentified Objects,2022,6.8,Comedy|Drama|Sci-Fi,100,6.8,,149,"An uptight dwarf and his free-spirited, alien-obsessed neighbor hit the road on a border-defying search for their place in the universe."
"Sex, Shame and Tears 2",2022,4.4,Comedy,118,4.4,,357,"Twenty years have passed since those two apartments in the heart of Mexico City were the battlefield of a war of the sexes between Ana, Carlos, Andrea, Miguel, Tomás and María. All that is ...                See full summary »"
Blackstone - Hand of God,2022,8.4,Horror|Sci-Fi,179,8.4,,9,Can a small town sheriff and a decorated Vietnam vet lead a ragtag group of survivors to safety in the opening days of the zombie apocalypse?
New Year's Eve,2022,5.8,Comedy,142,5.8,,4264,The film is about what happens when a group of people who should never have come together if they come together on New Year's Eve.
Ur spår,2022,6.2,Comedy,108,6.2,,2258,"A mid-age hipster in Stockholm is a training freak and trains for the 90 km ski race Vasaloppet. His sister is the opposite, no job, drinks but has a daughter. Suddenly secrets reveals and promises are made."
The Rise of the Beast,2022,2.9,Horror,77,2.9,,163,"A group of activists break into a government facility in hope to expose what they're doing, only to realise they are in more danger than they could have ever imagined, when a wild beast breaks free."
The Road to Galena,2022,5.4,Drama,110,5.4,,150,"Cole Baird has everything - a beautiful wife, successful career, large home, country club membership and expensive toys. Behind the facade, however, is a man trapped by his surroundings and...                See full summary »"
Chest,2022,4.8,Crime|Horror|Sci-Fi,95,4.8,,173,"While filming a documentary series about Appalachian folklore and mythology, a crew of amateur filmmakers uncover the legend of a mysterious box hidden away deep in a wilderness area known ...                See full summary »"
Resident Evil: Reborn,2022,7.8,Animation|Action,102,7.8,,20,Add a Plot
Eating Miss Campbell,2022,4.6,Comedy|Horror,84,4.6,,436,A vegan-goth high school student falls in love with her new English teacher and develops a problematic taste for human flesh.
House Red,2022,5.1,Horror,77,5.1,,114,When a couple travels to a remote vineyard in the south of Italy to spend the summer grape-picking they soon discover that there is more to the terroir than meets the eye.
Liebesdings,2022,3.9,Comedy|Romance,99,3.9,,407,"A dirty campaign forces movie star Marvin to flee from reporters and fans. Coincidentally, he immerses himself in the cosmos of the feminist/queer off-theatre 3000. Its boss Frieda is not at all enthusiastic about the superstar at first ."
The Cow Who Sang a Song Into the Future,2022,5.9,Drama,98,5.9,69,305,"Cecilia travels to her father's farm after he has a heart attack. Back in her childhood home, Cecilia is met by her long-deceased mother whose presence brings to life a painful past chorused by the natural world around them."
Bheeshma Parvam,2022,7.6,Action|Crime|Drama,144,7.6,,12534,"Michael helms his ancestral family in Kochi, inspiring fear and respect through his past. When a few younger members of the household find his power over their lives too aggravating, they join hands with foes to clamp down on him."
Queens,2022,7.5,Adventure,83,7.5,,74,"Casablanca, Morocco. A trio of women, with the police on their tail, embarks on a long escape that takes them across the rugged red terrain and flower-filled valleys of the Atlas to finally reach the Atlantic coast."
Signs of Love,2022,5.5,Drama|Romance,98,5.5,,240,"A young man struggling for a good life meets a deaf girl from a well-off nearby family, he suddenly sees hope for love, and a better life but only if he can escape the predicament of the streets and the influence of his older sister."
Jumping from High Places,2022,5.7,Comedy|Drama|Romance,88,5.7,,1062,"To honor her best friend's last wish, a young woman with severe anxiety confronts her greatest fears to try and reclaim her life — and perhaps find love."
Amityville Christmas Vacation,2022,4.7,Comedy,47,4.7,,82,Wally has won a vacation to sunny Amityville. While there he has met a woman: a GHOST woman. Can the spirit of Christmas bring these two opposites together?
